St: 001001; Bosphorus, Teknik Grup
St: 004560; Déco Gastlosen 1562m, Pioupiou 400
St: 004561; Unknown spot, Unknown WG Station
St: 004562; Unknown spot, Unknown WG Station
St: 004563; Décollage de Montblond , Windbird 1584
St: 004564; Unknown spot, Unknown WG Station
St: 004565; Mauvezin, Windbird 1553
St: 004566; Unknown spot, Unknown WG Station
St: 004567; Mont Bouquet Face Sud, Windbird 1346
St: 004568; Unknown spot, Unknown WG Station
St: 004569; MCPB Aéromodélisme, Pioupiou 544
St: 004570; Unknown spot, Unknown WG Station
St: 004571; Unknown spot, Unknown WG Station
St: 004572; Atterro Aussois 1506m, OpenWindMap 835
St: 004573; PULSS Pouancay ULM, OpenWindMap 841
St: 004574; 
St: 004575; Finistère Bretagne, Windbird 1301
St: 004576; Unknown spot, Unknown WG Station
St: 004577; LF8123 - Base ULM St Affrique les Montagnes, Windbird 1564
St: 004578; Unknown spot, Unknown WG Station
St: 004579; Arduino 960, OpenWindMap 960
St: 004580; PIAM Pioupiou 410, Pioupiou 410
St: 004581; Unknown spot, Unknown WG Station
St: 004582; Unknown spot, Unknown WG Station
St: 004583; Pioupiou 1008 Mirabel , Pioupiou 1008
St: 004584; Unknown spot, Unknown WG Station
St: 004585; Unknown spot, Unknown WG Station
St: 004586; 
St: 004587; Unknown spot, Unknown WG Station
St: 004588; Unknown spot, Unknown WG Station
St: 004589; Deco Saint-Guiraud 257m, Windbird 1372
St: 004590; La Normandelière, OpenWindMap 830
St: 004591; Unknown spot, Unknown WG Station
St: 004592; Balise de la Roche de Minuit, OpenWindMap 840
St: 004593; Groupe Aéromodelisme Geneve, Pioupiou 459
St: 004594; Unknown spot, Unknown WG Station
St: 004595; Unknown spot, Unknown WG Station
St: 004596; Windbird 1525, Windbird 1525
St: 004597; Unknown spot, Unknown WG Station
St: 004598; Windbird 1765, Windbird 1765
St: 004599; Unknown spot, Unknown WG Station
St: 004600; Massif Nord Ardennes, Windbird 1522
St: 004601; Unknown spot, Unknown WG Station
St: 004602; Aérodrome de Romans St-Paul LFHE (424), Pioupiou 424
St: 004603; Unknown spot, Unknown WG Station
St: 004604; Unknown spot, Unknown WG Station
St: 004605; Pioupiou 256, Pioupiou 256
St: 004606; Unknown spot, Unknown WG Station
St: 004607; 
St: 004608; 
St: 004609; 
St: 004610; Unknown spot, Unknown WG Station
St: 004611; 
St: 004612; 
St: 004613; Unknown spot, Unknown WG Station
St: 004614; Le Cottier, OpenWindMap 968
St: 004615; Windbird 1388, Windbird 1388
St: 004616; Unknown spot, Unknown WG Station
St: 004617; Sorgia Déco de la Charmante 1300m, Pioupiou 248
St: 004618; Unknown spot, Unknown WG Station
St: 004619; Unknown spot, Unknown WG Station
St: 004620; Le Kiosque 675m, Pioupiou 556
St: 004621; Unknown spot, Unknown WG Station
St: 004622; Unknown spot, Unknown WG Station
St: 004623; Vockrather Acker, Windbird 1753
St: 004624; Aviano, Antenne 1088m, Windbird 1453
St: 004625; Unknown spot, Unknown WG Station
St: 004626; Unknown spot, Unknown WG Station
St: 004627; Balise , OpenWindMap 928
St: 004628; Windbird 1520, Windbird 1520
St: 004629; Unknown spot, Unknown WG Station
St: 004630; Déco Apremont 1030m, OpenWindMap 922
St: 004631; CHOTO_COUTEAU, Pioupiou 243
St: 004632; Unknown spot, Unknown WG Station
St: 004633; Unknown spot, Unknown WG Station
St: 004634; Puget Ville #375, Pioupiou 375
St: 004635; 
St: 004636; Unknown spot, Unknown WG Station
St: 004637; MONTE FOCE - GUBBIO, Windbird 1400
St: 004638; Unknown spot, Unknown WG Station
St: 004639; Pioupiou 251, Pioupiou 251
St: 004640; Unknown spot, Unknown WG Station
St: 004641; Unknown spot, Unknown WG Station
St: 004642; Windbird 1637, Windbird 1637
St: 004643; Unknown spot, Unknown WG Station
St: 004644; La Pioupiou Barbule du Chassezac, Pioupiou 64
St: 004645; Unknown spot, Unknown WG Station
St: 004646; Unknown spot, Unknown WG Station
St: 004647; DECOLLO CACCAMO RIPETITORI, Windbird 1367
St: 004648; Unknown spot, Unknown WG Station
St: 004649; Ex balise 634, Pioupiou 634
St: 004650; Unknown spot, Unknown WG Station
St: 004651; Unknown spot, Unknown WG Station
St: 004652; Balise de Test, OpenWindMap 926
St: 004653; Les Pétis 1502m, Windbird 1375
St: 004654; Unknown spot, Unknown WG Station
St: 004655; Windbird 1418, Windbird 1418
St: 004656; Unknown spot, Unknown WG Station
St: 004657; Garlaban 566m, Windbird 1526
St: 004658; Unknown spot, Unknown WG Station
St: 004659; Vigiljoch startplatz 1400m, Windbird 1545
St: 004660; Unknown spot, Unknown WG Station
St: 004661; Balise piou piou d'Aubas, Windbird 1411
St: 004662; Unknown spot, Unknown WG Station
St: 004663; Décollage des Crêts, Pioupiou 309
St: 004664; Unknown spot, Unknown WG Station
St: 004665; Unknown spot, Unknown WG Station
St: 004666; Aeriance, Windbird 1684
St: 004667; Unknown spot, Unknown WG Station
St: 004668; Déco Ouest d'Échevannes, Windbird 1364
St: 004669; Unknown spot, Unknown WG Station
St: 004670; Site de Mandeure Club Passion'Ailes, Pioupiou 156
St: 004671; Unknown spot, Unknown WG Station
St: 004672; Unknown spot, Unknown WG Station
St: 004673; Decollo Rialto Ovest, Windbird 1351
St: 004674; Unknown spot, Unknown WG Station
St: 004675; Fluggebiet Neuffen, Windbird 1454
St: 004676; Unknown spot, Unknown WG Station
St: 004677; Mont Cabanes Graissessac, Pioupiou 162
St: 004678; Unknown spot, Unknown WG Station
St: 004679; Unknown spot, Unknown WG Station
St: 004680; Le Poyet, Windbird 1302
St: 004681; Unknown spot, Unknown WG Station
St: 004682; Prarion 1865m, Pioupiou 521
St: 004683; Unknown spot, Unknown WG Station
St: 004684; Unknown spot, Unknown WG Station
St: 004685; Windbird 1647, Windbird 1647
St: 004686; Unknown spot, Unknown WG Station
St: 004687; Roche de Vergisson, Windbird 1505
St: 004688; Unknown spot, Unknown WG Station
St: 004689; Plage des Saumonards, Windbird 1309
St: 004690; Unknown spot, Unknown WG Station
St: 004691; Windbird 1317, Windbird 1317
St: 004692; Unknown spot, Unknown WG Station
St: 004693; SUIN, Windbird 1443
St: 004694; Unknown spot, Unknown WG Station
St: 004695; Déco St Sorlin en Bugey, Pioupiou 540
St: 004696; Unknown spot, Unknown WG Station
St: 004697; Unknown spot, Unknown WG Station
St: 004698; La Chia (Pâquier), Windbird 1342
St: 004699; Unknown spot, Unknown WG Station
St: 004700; Windbird 1320, Windbird 1320
St: 004701; Unknown spot, Unknown WG Station
St: 004702; Decollo Revine Lago 1100m, Windbird 1421
St: 004703; Azur Flying Club 06, OpenWindMap 982
St: 004704; Windbird 1369, Windbird 1369
St: 004705; Rabnitz 535m, Windbird 1756
St: 004706; Unknown spot, Unknown WG Station
St: 004707; CAAP64, Pioupiou 437
St: 004708; Rifugio Chierego 1911m, Windbird 1408
St: 004709; Unknown spot, Unknown WG Station
St: 004710; Unknown spot, Unknown WG Station
St: 004711; Déco du Saut de la Mounine, Pioupiou 176
St: 004712; Unknown spot, Unknown WG Station
St: 004713; Unknown spot, Unknown WG Station
St: 004714; Unknown spot, Unknown WG Station
St: 004715; Pioupiou 123, Pioupiou 123
St: 004716; Unknown spot, Unknown WG Station
St: 004717; Ballon d'Alsace 1150m, Windbird 1316
St: 004718; Unknown spot, Unknown WG Station
St: 004719; Les Manenses, Pioupiou 284
St: 004720; Unknown spot, Unknown WG Station
St: 004721; Unknown spot, Unknown WG Station
St: 004722; LFMX , Pioupiou 593
St: 004723; Unknown spot, Unknown WG Station
St: 004724; Unknown spot, Unknown WG Station
St: 004725; Crête de Saint Amand Nord, Windbird 1336
St: 004726; Unknown spot, Unknown WG Station
St: 004727; ParaAir Augsburg e.V., Windbird 1503
St: 004728; Unknown spot, Unknown WG Station
St: 004729; Pioupiou Les Brasses, Pioupiou 347
St: 004730; Unknown spot, Unknown WG Station
St: 004731; Unknown spot, Unknown WG Station
St: 004732; Windbird 1489, Windbird 1489
St: 004733; Unknown spot, Unknown WG Station
St: 004734; CMPG - Segny, Windbird 1494
St: 004735; Unknown spot, Unknown WG Station
St: 004736; Windbird 1464, Windbird 1464
St: 004737; Unknown spot, Unknown WG Station
St: 004738; Aérodrome de Vinon LFNF, Pioupiou 503
St: 004739; Unknown spot, Unknown WG Station
St: 004740; Unknown spot, Unknown WG Station
St: 004741; Perler, Windbird 1624
St: 004742; Unknown spot, Unknown WG Station
St: 004743; COTE ROUGE, OpenWindMap 970
St: 004744; 
St: 004745; Unknown spot, Unknown WG Station
St: 004746; 
St: 004747; 
St: 004748; 
St: 004749; 
St: 004750; 
St: 004751; 
St: 004752; 
St: 004753; 
St: 004754; 
St: 004755; 
St: 004756; 
St: 004757; 
St: 004758; 
St: 004759; 
St: 004760; 
St: 004761; 
St: 004762; 
St: 004763; 
St: 004764; 
St: 004765; 
St: 004766; 
St: 004767; 
St: 004768; 
St: 004769; 
St: 004770; 
St: 004771; 
St: 004772; 
St: 004773; 
St: 004774; 
St: 004775; 
St: 004776; 
St: 004777; 
St: 004778; 
St: 004779; 
St: 004780; 
St: 004781; 
St: 004782; 
St: 004783; 
St: 004784; 
St: 004785; 
St: 004786; 
St: 004787; 
St: 004788; 
St: 004789; 
St: 004790; 
St: 004791; 
St: 004792; 
St: 004793; 
St: 004794; 
St: 004795; 
St: 004796; 
St: 004797; 
St: 004798; 
St: 004799; 
St: 004800; 
St: 004801; 
St: 004802; 
St: 004803; 
St: 004804; 
St: 004805; 
St: 004806; 
St: 004807; 
St: 004808; 
St: 004809; 
St: 004810; 
St: 004811; Unknown spot, Unknown WG Station
St: 004812; Vejle Windsurf og Sup Klub, Windbird 1362
St: 004813; Unknown spot, Unknown WG Station
St: 004814; Arduino , OpenWindMap 935
St: 004815; Les 3 Croix, Pioupiou 1019
St: 004816; Unknown spot, Unknown WG Station
St: 004817; Unknown spot, Unknown WG Station
St: 004818; Atterrissage de Mieussy "La Ferme", Pioupiou 184
St: 004819; Unknown spot, Unknown WG Station
St: 004820; Unknown spot, Unknown WG Station
St: 004821; Aero-loisirs du 45 ème, Windbird 1583
St: 004822; Unknown spot, Unknown WG Station
St: 004823; Club de Modélisme Gétignois, Pioupiou 432
St: 004824; Unknown spot, Unknown WG Station
St: 004825; Unknown spot, Unknown WG Station
St: 004826; Startplatz Rebberg, Windbird 1339
St: 004827; Unknown spot, Unknown WG Station
St: 004828; Windbird 1377, Windbird 1377
St: 004829; Unknown spot, Unknown WG Station
St: 004830; Balise Brunas de Tête à l'Env'AIR, Pioupiou 1030
St: 004831; Unknown spot, Unknown WG Station
St: 004832; Unknown spot, Unknown WG Station
St: 004833; Decollo Felci, Windbird 1359
St: 004834; Unknown spot, Unknown WG Station
St: 004835; Kolbingen, Windbird 1432
St: 004836; Unknown spot, Unknown WG Station
St: 004837; Wetzisreute Oberschwaben, Windbird 1586
St: 004838; Unknown spot, Unknown WG Station
St: 004839; Ehrsberg, Windbird 1629
St: 004840; Unknown spot, Unknown WG Station
St: 004841; Mairie de Bastia, Windbird 1389
St: 004842; Unknown spot, Unknown WG Station
St: 004843; Malbosc 30m, OpenWindMap 948
St: 004844; Wetterstation Schwarzwaldgeier, Windbird 1333
St: 004845; Unknown spot, Unknown WG Station
St: 004846; Passy Plaine Batistock , Windbird 1710
St: 004847; 
St: 004848; Déco le Courouaou Col de la Courade, Pioupiou 139
St: 004849; Unknown spot, Unknown WG Station
St: 004850; Unknown spot, Unknown WG Station
St: 004851; Linceuil, Windbird 1689
St: 004852; Unknown spot, Unknown WG Station
St: 004853; Pente école de Châteaudouble, Pioupiou 127
St: 004854; Unknown spot, Unknown WG Station
St: 004855; Unknown spot, Unknown WG Station
St: 004856; Grou de Bane, Pioupiou 157
St: 004857; Unknown spot, Unknown WG Station
St: 004858; Unknown spot, Unknown WG Station
St: 004859; Balise , Pioupiou 641
St: 004860; Unknown spot, Unknown WG Station
St: 004861; Unknown spot, Unknown WG Station
St: 004862; SOLAURE 1240m, Pioupiou 168
St: 004863; Unknown spot, Unknown WG Station
St: 004864; Unknown spot, Unknown WG Station
St: 004865; Deco Sud, Est, Nord Saint André les Alpes 1540m, Pioupiou 349
St: 004866; Unknown spot, Unknown WG Station
St: 004867; Unknown spot, Unknown WG Station
St: 004868; DECOLLAGE SUD CUGES LES PINS, Pioupiou 1021
St: 004869; Unknown spot, Unknown WG Station
St: 004870; Unknown spot, Unknown WG Station
St: 004871; Déco Belvédère de Lans en Vercors, Windbird 1495
St: 004872; Unknown spot, Unknown WG Station
St: 004873; Pioupiou 280, Pioupiou 280
St: 004874; Unknown spot, Unknown WG Station
St: 004875; Unknown spot, Unknown WG Station
St: 004876; Decollo Macchialunga - Colfiorito, Windbird 1327
St: 004877; Unknown spot, Unknown WG Station
St: 004878; Soubeyrand WB, Windbird 1417
St: 004879; Unknown spot, Unknown WG Station
St: 004880; Turó de Puigsagordi, Windbird 1589
St: 004881; Unknown spot, Unknown WG Station
St: 004882; Port Bourgenay , Windbird 1349
St: 004883; Unknown spot, Unknown WG Station
St: 004884; 
St: 004885; Windbird 1424, Windbird 1424
St: 004886; Windbird 1330, Windbird 1330
St: 004887; Unknown spot, Unknown WG Station
St: 004888; Windbird 1523, Windbird 1523
St: 004889; Unknown spot, Unknown WG Station
St: 004890; Windbird 1488, Windbird 1488
St: 004891; Unknown spot, Unknown WG Station
St: 004892; MONTAUDON, Pioupiou 366
St: 004893; Unknown spot, Unknown WG Station
St: 004894; Unknown spot, Unknown WG Station
St: 004895; Déco Planpraz Chamonix 1958m, Windbird 1724
St: 004896; Unknown spot, Unknown WG Station
St: 004897; Balise des Frenelots, OpenWindMap 963
St: 004898; Les Plaines du POËT-LAVAL, Pioupiou 89
St: 004899; Unknown spot, Unknown WG Station
St: 004900; Unknown spot, Unknown WG Station
St: 004901; Atterro du Stade, Pioupiou 78
St: 004902; Unknown spot, Unknown WG Station
St: 004903; Unknown spot, Unknown WG Station
St: 004904; Decollo Nord-Est Tocco da Casauria, Windbird 1360
St: 004905; Unknown spot, Unknown WG Station
St: 004906; MONTE SUBASIO - ASSISI, Windbird 1392
St: 004907; Unknown spot, Unknown WG Station
St: 004908; Le Granon Ptit Aréa 2300m, Pioupiou 135
St: 004909; Unknown spot, Unknown WG Station
St: 004910; Unknown spot, Unknown WG Station
St: 004911; La Labière Camurac , Windbird 1354
St: 004912; Unknown spot, Unknown WG Station
St: 004913; Base ULM Lavours LF0125 (Next Model RC) , Pioupiou 635
St: 004914; Unknown spot, Unknown WG Station
St: 004915; Unknown spot, Unknown WG Station
St: 004916; 
St: 004917; Unknown spot, Unknown WG Station
St: 004918; Unknown spot, Unknown WG Station
St: 004919; Landeplatz Oetz, Windbird 1325
St: 004920; Unknown spot, Unknown WG Station
St: 004921; Balise , Pioupiou 526
St: 004922; Unknown spot, Unknown WG Station
St: 004923; Unknown spot, Unknown WG Station
St: 004924; Stephane, Windbird 1356
St: 004925; Unknown spot, Unknown WG Station
St: 004926; 
St: 004927; Unknown spot, Unknown WG Station
St: 004928; 
St: 004929; Chamonix Ensa , Windbird 1623
St: 004930; Aérodrome de Bellegarde-Vouvray, Pioupiou 532
St: 004931; Unknown spot, Unknown WG Station
St: 004932; Unknown spot, Unknown WG Station
St: 004933; Pioupiou 325, Pioupiou 325
St: 004934; Unknown spot, Unknown WG Station
St: 004935; Unknown spot, Unknown WG Station
St: 004936; Pic de Pénédis 1808m, OpenWindMap 937
St: 004937; Décollage de Bétoul, Pioupiou 412
St: 004938; Unknown spot, Unknown WG Station
St: 004939; Unknown spot, Unknown WG Station
St: 004940; Cucugnan Château de QUERIBUS 575m, Windbird 1308
St: 004941; Pusteblume, Windbird 1355
St: 004942; Unknown spot, Unknown WG Station
St: 004943; Patamoteur, Pioupiou 293
St: 004944; Unknown spot, Unknown WG Station
St: 004945; Unknown spot, Unknown WG Station
St: 004946; 
St: 004947; 
St: 004948; 
St: 004949; 
St: 004950; 
St: 004951; 
St: 004952; 
St: 004953; 
St: 004954; 
St: 004955; 
St: 004956; Unknown spot, Unknown WG Station
St: 004957; Pioupiou 182, Pioupiou 182
St: 004958; Unknown spot, Unknown WG Station
St: 004959; Unknown spot, Unknown WG Station
St: 004960; Windbird 1423, Windbird 1423
St: 004961; Unknown spot, Unknown WG Station
St: 004962; Pioupiou 471, Pioupiou 471
St: 004963; 
St: 004964; Unknown spot, Unknown WG Station
St: 004965; L'Arpette Les Arcs 2500m, OpenWindMap 969
St: 004966; Savoie Parachutisme, Windbird 1554
St: 004967; Unknown spot, Unknown WG Station
St: 004968; Ceret Nord. Ailes du Vallespir, Windbird 1415
St: 004969; Unknown spot, Unknown WG Station
St: 004970; Le Relais, Windbird 1374
St: 004971; Unknown spot, Unknown WG Station
St: 004972; Windbird 1601, Windbird 1601
St: 004973; Unknown spot, Unknown WG Station
St: 004974; Déco le Bouant 1030m, Pioupiou 247
St: 004975; Unknown spot, Unknown WG Station
St: 004976; Unknown spot, Unknown WG Station
St: 004977; Mont Mourex, OpenWindMap 932
St: 004978; Pioupiou 557, Pioupiou 557
St: 004979; Unknown spot, Unknown WG Station
St: 004980; Unknown spot, Unknown WG Station
St: 004981; LE RIOLS, Windbird 1437
St: 004982; Unknown spot, Unknown WG Station
St: 004983; 
St: 004984; Autrans, Pioupiou 1020
St: 004985; Unknown spot, Unknown WG Station
St: 004986; Unknown spot, Unknown WG Station
St: 004987; Déco Nord Chaudeyrolles 1380m, Windbird 1611
St: 004988; Unknown spot, Unknown WG Station
St: 004989; Terrain d’Aéromodélisme Vol-Libre , Pioupiou 636
St: 004990; Unknown spot, Unknown WG Station
St: 004991; Unknown spot, Unknown WG Station
St: 004992; Site de Port, Pioupiou 134
St: 004993; Unknown spot, Unknown WG Station
St: 004994; Unknown spot, Unknown WG Station
St: 004995; 
St: 004996; Unknown spot, Unknown WG Station
St: 004997; Décollage de Balvay 600m, Windbird 1338
St: 004998; 
St: 004999; Windbird 1593, Windbird 1593
St: 005000; Unknown spot, Unknown WG Station
